Season,Week,Name,Industry,Age,Judge_Score_Sum,Num_Judges,Max_Possible_Score,Is_Eliminated,System_Type,Final_Placement,Week_Total_Judge_Score,Judge_Share_Pct,Judge_Rank_In_Week,Estimated_Fan_Share,Estimated_Fan_Rank
9,4,Kelly Osbourne,TV Personality,24,23.0,3,30,0,Percent,3,242.0,0.095041322,6,0.095041322,6
9,5,Melissa Joan Hart,Actor/Actress,33,23.0,3,30,0,Percent,9,242.0,0.095041322,7,0.095041322,7
9,5,Mark Dacascos,Actor/Actress,45,26.0,3,30,0,Percent,6,242.0,0.107438017,3,0.107438017,3
9,5,Natalie Coughlin,Athlete,27,22.0,3,30,1,Percent,10,242.0,0.090909091,8,0.08672686,10
9,5,Louie Vito,Athlete,21,22.0,3,30,0,Percent,8,242.0,0.090909091,8,0.090909091,9
9,5,Michael Irvin,Athlete,43,21.0,3,30,0,Percent,7,242.0,0.08677686,10,0.090959091,8
9,5,Joanna Krupa,Model,30,24.0,3,30,0,Percent,4,242.0,0.099173554,4,0.099173554,4
9,5,Aaron Carter,Singer/Rapper,21,24.0,3,30,0,Percent,5,242.0,0.099173554,4,0.099173554,5
9,5,Mya,Singer/Rapper,29,27.0,3,30,0,Percent,2,242.0,0.111570248,2,0.111570248,2
9,5,Donny Osmond,Singer/Rapper,51,29.0,3,30,0,Percent,1,242.0,0.119834711,1,0.119834711,1
9,5,Kelly Osbourne,TV Personality,24,24.0,3,30,0,Percent,3,242.0,0.099173554,4,0.099173554,6
9,6,Melissa Joan Hart,Actor/Actress,33,23.9999,3,30,1,Percent,9,259.9991,0.092307627,8,0.087146071,8
9,6,Mark Dacascos,Actor/Actress,45,32.0,3,30,0,Percent,6,259.9991,0.123077349,4,0.123077349,4
9,6,Louie Vito,Athlete,21,24.0,3,30,1,Percent,8,259.9991,0.092308012,7,0.087145686,9
9,6,Michael Irvin,Athlete,43,21.9998,3,30,0,Percent,7,259.9991,0.084614908,9,0.09493879,7
9,6,Joanna Krupa,Model,30,35.9999,3,30,0,Percent,4,259.9991,0.138461633,1,0.138461633,1
9,6,Aaron Carter,Singer/Rapper,21,32.9998,3,30,0,Percent,5,259.9991,0.126922747,3,0.126922747,3
9,6,Mya,Singer/Rapper,29,33.0,3,30,0,Percent,2,259.9991,0.126923516,2,0.126923516,2
9,6,Donny Osmond,Singer/Rapper,51,30.9999,3,30,0,Percent,1,259.9991,0.119230797,5,0.119230797,5
9,6,Kelly Osbourne,TV Personality,24,24.9998,3,30,0,Percent,3,259.9991,0.09615341,6,0.09615341,6
9,7,Mark Dacascos,Actor/Actress,45,21.5,3,30,1,Percent,6,175.5,0.122507123,7,0.122507123,7
9,7,Michael Irvin,Athlete,43,23.5,3,30,1,Percent,7,175.5,0.133903134,6,0.133903134,6
9,7,Joanna Krupa,Model,30,27.5,3,30,0,Percent,4,175.5,0.156695157,1,0.156695157,1
9,7,Aaron Carter,Singer/Rapper,21,26.5,3,30,0,Percent,5,175.5,0.150997151,2,0.150997151,2
9,7,Mya,Singer/Rapper,29,24.5,3,30,0,Percent,2,175.5,0.13960114,5,0.13960114,5
9,7,Donny Osmond,Singer/Rapper,51,26.0,3,30,0,Percent,1,175.5,0.148148148,3,0.148148148,3
9,7,Kelly Osbourne,TV Personality,24,26.0,3,30,0,Percent,3,175.5,0.148148148,3,0.148148148,4
9,8,Joanna Krupa,Model,30,26.0,3,30,0,Percent,4,131.0,0.198473282,2,0.198473282,2
9,8,Aaron Carter,Singer/Rapper,21,25.0,3,30,1,Percent,5,131.0,0.190839695,4,0.190789695,5
9,8,Mya,Singer/Rapper,29,29.5,3,30,0,Percent,2,131.0,0.22519084,1,0.22519084,1
9,8,Donny Osmond,Singer/Rapper,51,25.0,3,30,0,Percent,1,131.0,0.190839695,4,0.190889695,4
9,8,Kelly Osbourne,TV Personality,24,25.5,3,30,0,Percent,3,131.0,0.194656489,3,0.194656489,3
9,9,Joanna Krupa,Model,30,27.0,3,30,1,Percent,4,106.6663,0.25312587,2,0.23120017,4
9,9,Mya,Singer/Rapper,29,28.9999,3,30,0,Percent,2,106.6663,0.271874997,1,0.271874997,1
9,9,Donny Osmond,Singer/Rapper,51,24.6666,3,30,0,Percent,1,106.6663,0.23125017,4,0.25317587,2
9,9,Kelly Osbourne,TV Personality,24,25.9998,3,30,0,Percent,3,106.6663,0.243748963,3,0.243748963,3
9,10,Mya,Singer/Rapper,29,28.3332,3,30,0,Percent,2,82.5552,0.343203093,2,0.333333333,1
9,10,Donny Osmond,Singer/Rapper,51,28.9998,3,30,0,Percent,1,82.5552,0.351277691,1,0.333333333,1
9,10,Kelly Osbourne,TV Personality,24,25.2222,3,30,0,Percent,3,82.5552,0.305519216,3,0.333333333,1
10,1,Aiden Turner,Actor/Actress,32,15.0,3,30,0,Percent,9,209.0,0.071770335,10,0.071770335,10
10,1,Shannen Doherty,Actor/Actress,38,18.0,3,30,0,Percent,11,209.0,0.086124402,6,0.086124402,6
10,1,Niecy Nash,Actor/Actress,40,18.0,3,30,0,Percent,5,209.0,0.086124402,6,0.086124402,7
10,1,Buzz Aldrin,Astronaut,80,14.0,3,30,0,Percent,10,209.0,0.066985646,11,0.066985646,11
10,1,Chad Ochocinco,Athlete,32,18.0,3,30,0,Percent,4,209.0,0.086124402,6,0.086124402,8
10,1,Evan Lysacek,Athlete,24,23.0,3,30,0,Percent,2,209.0,0.110047847,2,0.110047847,2
10,1,Pamela Anderson,Model,42,21.0,3,30,0,Percent,6,209.0,0.100478469,3,0.100478469,3
10,1,Nicole Scherzinger,Singer/Rapper,31,25.0,3,30,0,Percent,1,209.0,0.119617225,1,0.119617225,1
10,1,Erin Andrews,Sports Broadcaster,32,21.0,3,30,0,Percent,3,209.0,0.100478469,3,0.100478469,4
10,1,Kate Gosselin,TV Personality,35,16.0,3,30,0,Percent,8,209.0,0.076555024,9,0.076555024,9
10,1,Jake Pavelka,TV Personality,32,20.0,3,30,0,Percent,7,209.0,0.09569378,5,0.09569378,5
10,2,Aiden Turner,Actor/Actress,32,19.0,3,30,0,Percent,9,220.0,0.086363636,8,0.086363636,8
10,2,Shannen Doherty,Actor/Actress,38,20.0,3,30,1,Percent,11,220.0,0.090909091,6,0.051448485,11
10,2,Niecy Nash,Actor/Actress,40,21.0,3,30,0,Percent,5,220.0,0.095454545,5,0.095454545,5
10,2,Buzz Aldrin,Astronaut,80,12.0,3,30,0,Percent,10,220.0,0.054545455,11,0.087912121,7
10,2,Chad Ochocinco,Athlete,32,16.0,3,30,0,Percent,4,220.0,0.072727273,9,0.072727273,10
10,2,Evan Lysacek,Athlete,24,24.0,3,30,0,Percent,2,220.0,0.109090909,2,0.109090909,2
10,2,Pamela Anderson,Model,42,22.0,3,30,0,Percent,6,220.0,0.1,4,0.1,4
10,2,Nicole Scherzinger,Singer/Rapper,31,28.0,3,30,0,Percent,1,220.0,0.127272727,1,0.127272727,1
10,2,Erin Andrews,Sports Broadcaster,32,23.0,3,30,0,Percent,3,220.0,0.104545455,3,0.104545455,3
10,2,Kate Gosselin,TV Personality,35,15.0,3,30,0,Percent,8,220.0,0.068181818,10,0.074275758,9
10,2,Jake Pavelka,TV Personality,32,20.0,3,30,0,Percent,7,220.0,0.090909091,6,0.090909091,6
10,3,Aiden Turner,Actor/Actress,32,20.0,3,30,0,Percent,9,203.0,0.098522167,7,0.098522167,7
10,3,Niecy Nash,Actor/Actress,40,21.0,3,30,0,Percent,5,203.0,0.103448276,4,0.103448276,4
10,3,Buzz Aldrin,Astronaut,80,13.0,3,30,1,Percent,10,203.0,0.064039409,10,0.064039409,10
10,3,Chad Ochocinco,Athlete,32,20.0,3,30,0,Percent,4,203.0,0.098522167,7,0.098522167,8
10,3,Evan Lysacek,Athlete,24,26.0,3,30,0,Percent,2,203.0,0.128078818,1,0.128078818,1
10,3,Pamela Anderson,Model,42,21.0,3,30,0,Percent,6,203.0,0.103448276,4,0.103448276,5
10,3,Nicole Scherzinger,Singer/Rapper,31,23.0,3,30,0,Percent,1,203.0,0.113300493,2,0.113300493,2
10,3,Erin Andrews,Sports Broadcaster,32,23.0,3,30,0,Percent,3,203.0,0.113300493,2,0.113300493,3
10,3,Kate Gosselin,TV Personality,35,15.0,3,30,0,Percent,8,203.0,0.073891626,9,0.073891626,9
10,3,Jake Pavelka,TV Personality,32,21.0,3,30,0,Percent,7,203.0,0.103448276,4,0.103448276,6
10,4,Aiden Turner,Actor/Actress,32,16.5,3,30,1,Percent,9,185.5,0.088948787,8,0.086203369,9
10,4,Niecy Nash,Actor/Actress,40,18.0,3,30,0,Percent,5,185.5,0.09703504,7,0.09703504,7
10,4,Chad Ochocinco,Athlete,32,22.0,3,30,0,Percent,4,185.5,0.118598383,4,0.118598383,4
10,4,Evan Lysacek,Athlete,24,26.0,3,30,0,Percent,2,185.5,0.140161725,1,0.140161725,1
10,4,Pamela Anderson,Model,42,23.5,3,30,0,Percent,6,185.5,0.126684636,3,0.126684636,3
10,4,Nicole Scherzinger,Singer/Rapper,31,25.0,3,30,0,Percent,1,185.5,0.134770889,2,0.134770889,2
10,4,Erin Andrews,Sports Broadcaster,32,19.5,3,30,0,Percent,3,185.5,0.105121294,5,0.105121294,5
10,4,Kate Gosselin,TV Personality,35,16.0,3,30,0,Percent,8,185.5,0.086253369,9,0.088998787,8
10,4,Jake Pavelka,TV Personality,32,19.0,3,30,0,Percent,7,185.5,0.102425876,6,0.102425876,6
10,5,Niecy Nash,Actor/Actress,40,18.0,3,30,0,Percent,5,173.0,0.104046243,6,0.104046243,6
10,5,Chad Ochocinco,Athlete,32,18.0,3,30,0,Percent,4,173.0,0.104046243,6,0.104046243,7
10,5,Evan Lysacek,Athlete,24,27.0,3,30,0,Percent,2,173.0,0.156069364,2,0.156069364,2
10,5,Pamela Anderson,Model,42,21.0,3,30,0,Percent,6,173.0,0.121387283,5,0.121387283,5
10,5,Nicole Scherzinger,Singer/Rapper,31,29.0,3,30,0,Percent,1,173.0,0.167630058,1,0.167630058,1
10,5,Erin Andrews,Sports Broadcaster,32,22.0,3,30,0,Percent,3,173.0,0.12716763,4,0.12716763,4
10,5,Kate Gosselin,TV Personality,35,15.0,3,30,1,Percent,8,173.0,0.086705202,8,0.086705202,8
10,5,Jake Pavelka,TV Personality,32,23.0,3,30,0,Percent,7,173.0,0.132947977,3,0.132947977,3
10,6,Niecy Nash,Actor/Actress,40,25.9998,3,30,0,Percent,5,208.9993,0.124401374,6,0.124401374,6
10,6,Chad Ochocinco,Athlete,32,30.9999,3,30,0,Percent,4,208.9993,0.148325377,3,0.148325377,3
10,6,Evan Lysacek,Athlete,24,27.0,3,30,0,Percent,2,208.9993,0.129187036,5,0.129187036,5
10,6,Pamela Anderson,Model,42,29.9998,3,30,0,Percent,6,208.9993,0.143540194,4,0.143540194,4
10,6,Nicole Scherzinger,Singer/Rapper,31,35.9999,3,30,0,Percent,1,208.9993,0.172248902,1,0.172248902,1
10,6,Erin Andrews,Sports Broadcaster,32,34.0,3,30,0,Percent,3,208.9993,0.162679971,2,0.162679971,2
10,6,Jake Pavelka,TV Personality,32,24.9999,3,30,1,Percent,7,208.9993,0.119617147,7,0.119617147,7
10,7,Niecy Nash,Actor/Actress,40,24.5,3,30,0,Percent,5,155.5,0.15755627,6,0.164037138,4
10,7,Chad Ochocinco,Athlete,32,26.0,3,30,0,Percent,4,155.5,0.167202572,3,0.167202572,3
10,7,Evan Lysacek,Athlete,24,27.0,3,30,0,Percent,2,155.5,0.173633441,1,0.173633441,1
10,7,Pamela Anderson,Model,42,25.5,3,30,1,Percent,6,155.5,0.163987138,4,0.15750627,6
10,7,Nicole Scherzinger,Singer/Rapper,31,27.0,3,30,0,Percent,1,155.5,0.173633441,1,0.173633441,2
10,7,Erin Andrews,Sports Broadcaster,32,25.5,3,30,0,Percent,3,155.5,0.163987138,4,0.163987138,5
10,8,Niecy Nash,Actor/Actress,40,21.5,3,30,1,Percent,5,126.5,0.169960474,5,0.169960474,5
10,8,Chad Ochocinco,Athlete,32,22.5,3,30,0,Percent,4,126.5,0.177865613,4,0.177865613,4
10,8,Evan Lysacek,Athlete,24,26.5,3,30,0,Percent,2,126.5,0.209486166,2,0.209486166,2
10,8,Nicole Scherzinger,Singer/Rapper,31,29.5,3,30,0,Percent,1,126.5,0.233201581,1,0.233201581,1
10,8,Erin Andrews,Sports Broadcaster,32,26.5,3,30,0,Percent,3,126.5,0.209486166,2,0.209486166,3
10,9,Chad Ochocinco,Athlete,32,26.0,3,30,1,Percent,4,113.0,0.230088496,4,0.230088496,4
10,9,Evan Lysacek,Athlete,24,29.5,3,30,0,Percent,2,113.0,0.261061947,1,0.261061947,1
10,9,Nicole Scherzinger,Singer/Rapper,31,29.5,3,30,0,Percent,1,113.0,0.261061947,1,0.261061947,2
10,9,Erin Andrews,Sports Broadcaster,32,28.0,3,30,0,Percent,3,113.0,0.247787611,3,0.247787611,3
10,10,Evan Lysacek,Athlete,24,26.8887,3,30,0,Percent,2,82.6662,0.325268368,3,0.334505313,1
10,10,Nicole Scherzinger,Singer/Rapper,31,28.7777,3,30,0,Percent,1,82.6662,0.348119304,1,0.333333333,2
10,10,Erin Andrews,Sports Broadcaster,32,26.9998,3,30,0,Percent,3,82.6662,0.326612328,2,0.332161353,3
11,1,David Hasselhoff,Actor/Actress,58,15.0,3,30,1,Percent,12,227.0,0.066079295,10,0.066012628,12
11,1,Florence Henderson,Actor/Actress,76,18.0,3,30,0,Percent,8,227.0,0.079295154,7,0.079295154,7
11,1,Kyle Massey,Actor/Actress,19,23.0,3,30,0,Percent,2,227.0,0.101321586,2,0.101321586,2
11,1,Jennifer Grey,Actor/Actress,50,24.0,3,30,0,Percent,1,227.0,0.105726872,1,0.105726872,1
11,1,Rick Fox,Athlete,41,22.0,3,30,0,Percent,6,227.0,0.0969163,4,0.0969163,4
11,1,Kurt Warner,Athlete,39,19.0,3,30,0,Percent,5,227.0,0.083700441,5,0.083700441,5
11,1,Margaret Cho,Comedian,41,15.0,3,30,0,Percent,10,227.0,0.066079295,10,0.066112628,10
11,1,Michael Bolton,Singer/Rapper,57,16.0,3,30,0,Percent,11,227.0,0.070484581,9,0.070484581,9
11,1,Brandy,Singer/Rapper,31,23.0,3,30,0,Percent,4,227.0,0.101321586,2,0.101321586,3
11,1,The Situation,TV Personality,28,15.0,3,30,0,Percent,9,227.0,0.066079295,10,0.066112628,11
11,1,Audrina Patridge,TV Personality,25,19.0,3,30,0,Percent,7,227.0,0.083700441,5,0.083700441,6
11,1,Bristol Palin,TV Personality,19,18.0,3,30,0,Percent,3,227.0,0.079295154,7,0.079295154,8
11,2,Florence Henderson,Actor/Actress,76,19.0,3,30,0,Percent,8,221.0,0.085972851,8,0.085972851,8
11,2,Kyle Massey,Actor/Actress,19,22.0,3,30,0,Percent,2,221.0,0.099547511,3,0.099547511,3
11,2,Jennifer Grey,Actor/Actress,50,24.0,3,30,0,Percent,1,221.0,0.108597285,1,0.108597285,1
11,2,Rick Fox,Athlete,41,21.0,3,30,0,Percent,6,221.0,0.095022624,5,0.095022624,5
11,2,Kurt Warner,Athlete,39,21.0,3,30,0,Percent,5,221.0,0.095022624,5,0.095022624,6
11,2,Margaret Cho,Comedian,41,18.0,3,30,0,Percent,10,221.0,0.081447964,9,0.081447964,9
11,2,Michael Bolton,Singer/Rapper,57,12.0,3,30,1,Percent,11,221.0,0.054298643,11,0.054298643,11
11,2,Brandy,Singer/Rapper,31,21.0,3,30,0,Percent,4,221.0,0.095022624,5,0.095022624,7
11,2,The Situation,TV Personality,28,18.0,3,30,0,Percent,9,221.0,0.081447964,9,0.081447964,10
11,2,Audrina Patridge,TV Personality,25,23.0,3,30,0,Percent,7,221.0,0.104072398,2,0.104072398,2
11,2,Bristol Palin,TV Personality,19,22.0,3,30,0,Percent,3,221.0,0.099547511,3,0.099547511,4
11,3,Florence Henderson,Actor/Actress,76,20.0,3,30,0,Percent,8,221.0,0.090497738,7,0.090497738,7
11,3,Kyle Massey,Actor/Actress,19,23.0,3,30,0,Percent,2,221.0,0.104072398,5,0.104072398,5
11,3,Jennifer Grey,Actor/Actress,50,24.0,3,30,0,Percent,1,221.0,0.108597285,2,0.108597285,2
11,3,Rick Fox,Athlete,41,24.0,3,30,0,Percent,6,221.0,0.108597285,2,0.108597285,3
11,3,Kurt Warner,Athlete,39,23.0,3,30,0,Percent,5,221.0,0.104072398,5,0.104072398,6
11,3,Margaret Cho,Comedian,41,18.0,3,30,1,Percent,10,221.0,0.081447964,10,0.081447964,10
11,3,Brandy,Singer/Rapper,31,24.0,3,30,0,Percent,4,221.0,0.108597285,2,0.108597285,4
11,3,The Situation,TV Personality,28,20.0,3,30,0,Percent,9,221.0,0.090497738,7,0.090497738,8
11,3,Audrina Patridge,TV Personality,25,26.0,3,30,0,Percent,7,221.0,0.117647059,1,0.117647059,1
11,3,Bristol Palin,TV Personality,19,19.0,3,30,0,Percent,3,221.0,0.085972851,9,0.085972851,9
11,4,Florence Henderson,Actor/Actress,76,17.5,3,30,0,Percent,8,179.0,0.097765363,6,0.097765363,6
11,4,Kyle Massey,Actor/Actress,19,20.0,3,30,0,Percent,2,179.0,0.111731844,4,0.111731844,4
11,4,Jennifer Grey,Actor/Actress,50,28.0,3,30,0,Percent,1,179.0,0.156424581,1,0.156424581,1
11,4,Rick Fox,Athlete,41,19.5,3,30,0,Percent,6,179.0,0.108938547,5,0.108938547,5
11,4,Kurt Warner,Athlete,39,17.0,3,30,0,Percent,5,179.0,0.094972067,7,0.094972067,7
11,4,Brandy,Singer/Rapper,31,24.0,3,30,0,Percent,4,179.0,0.134078212,2,0.134078212,2
11,4,The Situation,TV Personality,28,14.0,3,30,1,Percent,9,179.0,0.078212291,9,0.078212291,9
11,4,Audrina Patridge,TV Personality,25,23.0,3,30,0,Percent,7,179.0,0.12849162,3,0.12849162,3
11,4,Bristol Palin,TV Personality,19,16.0,3,30,0,Percent,3,179.0,0.089385475,8,0.089385475,8
11,5,Florence Henderson,Actor/Actress,76,21.0,3,30,1,Percent,8,182.0,0.115384615,6,0.098851099,8
11,5,Kyle Massey,Actor/Actress,19,20.0,3,30,0,Percent,2,182.0,0.10989011,7,0.10989011,7
11,5,Jennifer Grey,Actor/Actress,50,25.0,3,30,0,Percent,1,182.0,0.137362637,2,0.137362637,2
11,5,Rick Fox,Athlete,41,24.0,3,30,0,Percent,6,182.0,0.131868132,3,0.131868132,3
11,5,Kurt Warner,Athlete,39,24.0,3,30,0,Percent,5,182.0,0.131868132,3,0.131868132,4
11,5,Brandy,Singer/Rapper,31,27.0,3,30,0,Percent,4,182.0,0.148351648,1,0.148351648,1
11,5,Audrina Patridge,TV Personality,25,23.0,3,30,0,Percent,7,182.0,0.126373626,5,0.126373626,5
11,5,Bristol Palin,TV Personality,19,18.0,3,30,0,Percent,3,182.0,0.098901099,8,0.115434615,6
11,6,Kyle Massey,Actor/Actress,19,29.9999,3,30,0,Percent,2,206.9993,0.144927543,4,0.144927543,4
11,6,Jennifer Grey,Actor/Actress,50,29.0,3,30,0,Percent,1,206.9993,0.140097092,5,0.140097092,5
11,6,Rick Fox,Athlete,41,30.0,3,30,0,Percent,6,206.9993,0.144928026,3,0.144928026,3
11,6,Kurt Warner,Athlete,39,21.9999,3,30,0,Percent,5,206.9993,0.10628007,7,0.154638929,2
11,6,Brandy,Singer/Rapper,31,35.9999,3,30,0,Percent,4,206.9993,0.173913148,1,0.173913148,1
11,6,Audrina Patridge,TV Personality,25,31.9998,3,30,1,Percent,7,206.9993,0.154588929,2,0.10623007,7
11,6,Bristol Palin,TV Personality,19,27.9998,3,30,0,Percent,3,206.9993,0.135265192,6,0.135265192,6
11,7,Kyle Massey,Actor/Actress,19,33.5,4,40,0,Percent,2,208.5,0.160671463,5,0.160704796,5
11,7,Jennifer Grey,Actor/Actress,50,36.5,4,40,0,Percent,1,208.5,0.175059952,1,0.175059952,1
11,7,Rick Fox,Athlete,41,34.5,4,40,1,Percent,6,208.5,0.165467626,4,0.155808633,6
11,7,Kurt Warner,Athlete,39,35.0,4,40,0,Percent,5,208.5,0.167865707,3,0.167865707,3
11,7,Brandy,Singer/Rapper,31,36.5,4,40,0,Percent,4,208.5,0.175059952,1,0.175059952,2
11,7,Bristol Palin,TV Personality,19,32.5,4,40,0,Percent,3,208.5,0.1558753,6,0.165500959,4
11,8,Kyle Massey,Actor/Actress,19,28.0,3,30,0,Percent,2,132.5,0.211320755,3,0.211320755,3
11,8,Jennifer Grey,Actor/Actress,50,28.5,3,30,0,Percent,1,132.5,0.21509434,1,0.21509434,1
11,8,Kurt Warner,Athlete,39,24.0,3,30,1,Percent,5,132.5,0.181132075,4,0.177308491,5
11,8,Brandy,Singer/Rapper,31,28.5,3,30,0,Percent,4,132.5,0.21509434,1,0.21509434,2
11,8,Bristol Palin,TV Personality,19,23.5,3,30,0,Percent,3,132.5,0.177358491,5,0.181182075,4
11,9,Kyle Massey,Actor/Actress,19,29.0,3,30,0,Percent,2,114.0,0.254385965,2,0.254385965,2
11,9,Jennifer Grey,Actor/Actress,50,30.0,3,30,0,Percent,1,114.0,0.263157895,1,0.263157895,1
11,9,Brandy,Singer/Rapper,31,28.5,3,30,1,Percent,4,114.0,0.25,3,0.23240614,4
11,9,Bristol Palin,TV Personality,19,26.5,3,30,0,Percent,3,114.0,0.23245614,4,0.25005,3
11,10,Kyle Massey,Actor/Actress,19,27.3332,3,30,0,Percent,2,82.9998,0.329316456,2,0.333333333,1
11,10,Jennifer Grey,Actor/Actress,50,30.0,3,30,0,Percent,1,82.9998,0.361446654,1,0.333333333,1
11,10,Bristol Palin,TV Personality,19,25.6666,3,30,0,Percent,3,82.9998,0.30923689,3,0.333333333,1
12,1,Ralph Macchio,Actor/Actress,49,24.0,3,30,0,Percent,4,207.0,0.115942029,1,0.115942029,1
12,1,Chelsea Kane,Actor/Actress,22,21.0,3,30,0,Percent,3,207.0,0.101449275,3,0.101449275,3
12,1,Kirstie Alley,Actor/Actress,60,23.0,3,30,0,Percent,2,207.0,0.111111111,2,0.111111111,2
12,1,Hines Ward,Athlete,35,21.0,3,30,0,Percent,1,207.0,0.101449275,3,0.101449275,4
12,1,Sugar Ray Leonard,Athlete,54,17.0,3,30,0,Percent,9,207.0,0.082125604,9,0.082125604,9
12,1,Chris Jericho,Athlete,40,19.0,3,30,0,Percent,7,207.0,0.09178744,5,0.09178744,5
12,1,Petra Nemcova,Model,31,18.0,3,30,0,Percent,8,207.0,0.086956522,7,0.086956522,7
12,1,Mike Catherwood,Radio Personality,32,13.0,3,30,0,Percent,11,207.0,0.062801932,11,0.062801932,11
12,1,Romeo,Singer/Rapper,21,19.0,3,30,0,Percent,5,207.0,0.09178744,5,0.09178744,6
12,1,Wendy Williams,TV Personality,46,14.0,3,30,0,Percent,10,207.0,0.06763285,10,0.06763285,10
12,1,Kendra Wilkinson,TV Personality,25,18.0,3,30,0,Percent,6,207.0,0.086956522,7,0.086956522,8
12,2,Ralph Macchio,Actor/Actress,49,21.0,3,30,0,Percent,4,216.0,0.097222222,4,0.097222222,4
12,2,Chelsea Kane,Actor/Actress,22,18.0,3,30,0,Percent,3,216.0,0.083333333,7,0.083333333,7
12,2,Kirstie Alley,Actor/Actress,60,20.0,3,30,0,Percent,2,216.0,0.092592593,5,0.092592593,5
12,2,Hines Ward,Athlete,35,23.0,3,30,0,Percent,1,216.0,0.106481481,1,0.106481481,1
12,2,Sugar Ray Leonard,Athlete,54,17.0,3,30,0,Percent,9,216.0,0.078703704,9,0.078737037,9
12,2,Chris Jericho,Athlete,40,23.0,3,30,0,Percent,7,216.0,0.106481481,1,0.106481481,2
12,2,Petra Nemcova,Model,31,18.0,3,30,0,Percent,8,216.0,0.083333333,7,0.083333333,8
12,2,Mike Catherwood,Radio Personality,32,17.0,3,30,1,Percent,11,216.0,0.078703704,9,0.078637037,11
12,2,Romeo,Singer/Rapper,21,23.0,3,30,0,Percent,5,216.0,0.106481481,1,0.106481481,3
12,2,Wendy Williams,TV Personality,46,17.0,3,30,0,Percent,10,216.0,0.078703704,9,0.078737037,10
12,2,Kendra Wilkinson,TV Personality,25,19.0,3,30,0,Percent,6,216.0,0.087962963,6,0.087962963,6
12,3,Ralph Macchio,Actor/Actress,49,21.0,3,30,0,Percent,4,214.0,0.098130841,5,0.098130841,5
12,3,Chelsea Kane,Actor/Actress,22,23.0,3,30,0,Percent,3,214.0,0.107476636,3,0.107476636,3
12,3,Kirstie Alley,Actor/Actress,60,21.0,3,30,0,Percent,2,214.0,0.098130841,5,0.098130841,6
12,3,Hines Ward,Athlete,35,25.0,3,30,0,Percent,1,214.0,0.11682243,1,0.11682243,1
12,3,Sugar Ray Leonard,Athlete,54,20.0,3,30,0,Percent,9,214.0,0.093457944,8,0.093457944,8
12,3,Chris Jericho,Athlete,40,21.0,3,30,0,Percent,7,214.0,0.098130841,5,0.098130841,7
12,3,Petra Nemcova,Model,31,25.0,3,30,0,Percent,8,214.0,0.11682243,1,0.11682243,2
12,3,Romeo,Singer/Rapper,21,20.0,3,30,0,Percent,5,214.0,0.093457944,8,0.093457944,9
12,3,Wendy Williams,TV Personality,46,15.0,3,30,1,Percent,10,214.0,0.070093458,10,0.070093458,10
12,3,Kendra Wilkinson,TV Personality,25,23.0,3,30,0,Percent,6,214.0,0.107476636,3,0.107476636,4
12,4,Ralph Macchio,Actor/Actress,49,25.0,3,30,0,Percent,4,206.0,0.121359223,2,0.121359223,2
12,4,Chelsea Kane,Actor/Actress,22,26.0,3,30,0,Percent,3,206.0,0.126213592,1,0.126213592,1
12,4,Kirstie Alley,Actor/Actress,60,22.0,3,30,0,Percent,2,206.0,0.106796117,7,0.106796117,7
12,4,Hines Ward,Athlete,35,25.0,3,30,0,Percent,1,206.0,0.121359223,2,0.121359223,3
12,4,Sugar Ray Leonard,Athlete,54,21.0,3,30,1,Percent,9,206.0,0.101941748,8,0.087328641,9
12,4,Chris Jericho,Athlete,40,23.0,3,30,0,Percent,7,206.0,0.111650485,4,0.111650485,4
12,4,Petra Nemcova,Model,31,23.0,3,30,0,Percent,8,206.0,0.111650485,4,0.111650485,5
12,4,Romeo,Singer/Rapper,21,23.0,3,30,0,Percent,5,206.0,0.111650485,4,0.111650485,6
12,4,Kendra Wilkinson,TV Personality,25,18.0,3,30,0,Percent,6,206.0,0.087378641,9,0.101991748,8
12,5,Ralph Macchio,Actor/Actress,49,22.0,3,30,0,Percent,4,194.0,0.113402062,6,0.113435395,6
12,5,Chelsea Kane,Actor/Actress,22,26.0,3,30,0,Percent,3,194.0,0.134020619,2,0.134020619,2
12,5,Kirstie Alley,Actor/Actress,60,23.0,3,30,0,Percent,2,194.0,0.118556701,5,0.118556701,5
12,5,Hines Ward,Athlete,35,27.0,3,30,0,Percent,1,194.0,0.139175258,1,0.139175258,1
12,5,Chris Jericho,Athlete,40,26.0,3,30,0,Percent,7,194.0,0.134020619,2,0.134020619,3
12,5,Petra Nemcova,Model,31,22.0,3,30,1,Percent,8,194.0,0.113402062,6,0.113335395,8
12,5,Romeo,Singer/Rapper,21,26.0,3,30,0,Percent,5,194.0,0.134020619,2,0.134020619,4
12,5,Kendra Wilkinson,TV Personality,25,22.0,3,30,0,Percent,6,194.0,0.113402062,6,0.113435395,7
12,6,Ralph Macchio,Actor/Actress,49,24.0,3,30,0,Percent,4,180.0,0.133333333,6,0.133333333,6
12,6,Chelsea Kane,Actor/Actress,22,28.0,3,30,0,Percent,3,180.0,0.155555556,1,0.155555556,1
12,6,Kirstie Alley,Actor/Actress,60,26.0,3,30,0,Percent,2,180.0,0.144444444,4,0.144444444,4
12,6,Hines Ward,Athlete,35,27.0,3,30,0,Percent,1,180.0,0.15,3,0.15,3
